x,Meas
-10.0,0.8000000000000709
-9.97997997997998,0.7989989989990215
-9.95995995995996,0.7979979979980114
-9.93993993993994,0.7969969969970361
-9.91991991991992,0.7959959959960392
-9.8998998998999,0.7949949949950637
-9.87987987987988,0.7939939939940859
-9.85985985985986,0.7929929929930022
-9.83983983983984,0.7919919919922274
-9.81981981981982,0.7909909909910142
-9.7997997997998,0.7899899899902749
-9.77977977977978,0.7889889889891093
-9.75975975975976,0.7879879879882117
-9.73973973973974,0.7869869869871455
-9.71971971971972,0.7859859859863199
-9.6996996996997,0.7849849849851296
-9.67967967967968,0.7839839839845735
-9.65965965965966,0.7829829829832062
-9.63963963963964,0.7819819819824968
-9.61961961961962,0.7809809809812269
-9.5995995995996,0.7799799799807405
-9.57957957957958,0.7789789789800361
-9.55955955955956,0.777977977979511
-9.53953953953954,0.7769769769784012
-9.51951951951952,0.7759759759765952
-9.4994994994995,0.7749749749760615
-9.47947947947948,0.7739739739746425
-9.45945945945946,0.7729729729740946
-9.43943943943944,0.7719719719751101
-9.41941941941942,0.7709709709710489
-9.3993993993994,0.769969969971896
-9.37937937937938,0.7689689689713712
-9.35935935935936,0.7679679679715081
-9.33933933933934,0.7669669669727877
-9.31931931931932,0.7659659659694786
-9.2992992992993,0.7649649649687933
-9.27927927927928,0.7639639639642637
-9.25925925925926,0.7629629629636627
-9.23923923923924,0.7619619619703215
-9.21921921921922,0.7609609609630447
-9.1991991991992,0.7599599599642675
-9.17917917917918,0.7589589589643403
-9.15915915915916,0.75795795796911
-9.13913913913914,0.7569569569626015
-9.11911911911912,0.755955955960604
-9.0990990990991,0.7549549549729
-9.07907907907908,0.7539539539848761
-9.05905905905906,0.7529529529779273
-9.03903903903904,0.7519519519846055
-9.01901901901902,0.7509509509676282
-8.998998998999,0.7499499499510641
-8.97897897897898,0.7489489489985831
-8.95895895895896,0.7479479479675963
-8.93893893893894,0.7469469470174926
-8.91891891891892,0.7459459459906289
-8.8988988988989,0.7449449449595205
-8.87887887887888,0.7439439439841844
-8.85885885885886,0.7429429430575143
-8.83883883883884,0.7419419420070004
-8.81881881881882,0.7409409410223413
-8.7987987987988,0.7399399400633937
-8.77877877877878,0.7389389390696461
-8.75875875875876,0.7379379380291836
-8.73873873873874,0.7369369370019885
-8.71871871871872,0.73593593613778
-8.6986986986987,0.7349349350385235
-8.67867867867868,0.7339339339565047
-8.65865865865866,0.7329329331150609
-8.63863863863864,0.7319319322610958
-8.618618618618619,0.7309309312692469
-8.598598598598599,0.7299299303860863
-8.578578578578579,0.7289289294714945
-8.558558558558559,0.7279279284248031
-8.538538538538539,0.7269269272163346
-8.518518518518519,0.7259259260870516
-8.498498498498499,0.7249249250950909
-8.478478478478479,0.7239239246775327
-8.458458458458459,0.7229229237085445
-8.438438438438439,0.7219219220088727
-8.418418418418419,0.7209209222270838
-8.398398398398399,0.7199199211301016
-8.378378378378379,0.7189189202373669
-8.358358358358359,0.7179179184391111
-8.338338338338339,0.7169169173902105
-8.318318318318319,0.7159159166545106
-8.298298298298299,0.7149149151690962
-8.278278278278279,0.7139139153705796
-8.258258258258259,0.7129129160017184
-8.238238238238239,0.7119119130310566
-8.218218218218219,0.7109109131018836
-8.198198198198199,0.7099099102103906
-8.178178178178179,0.7089089110602693
-8.158158158158159,0.707907911467667
-8.138138138138139,0.7069069073083853
-8.118118118118119,0.7059059086871935
-8.098098098098099,0.7049049103273166
-8.078078078078079,0.7039039054723971
-8.058058058058059,0.7029029030254674
-8.038038038038039,0.7019019103091113
-8.018018018018019,0.7009009058376581
-7.997997997997998,0.6998999036997577
-7.977977977977978,0.6988989029671837
-7.957957957957958,0.6978979076183536
-7.937937937937938,0.6968969131933247
-7.917917917917918,0.6958959048807849
-7.897897897897898,0.694894900650047
-7.877877877877878,0.6938939074374613
-7.857857857857858,0.692892904288853
-7.837837837837838,0.6918918955850184
-7.817817817817818,0.6908909181779137
-7.797797797797798,0.6898899234597518
-7.777777777777778,0.6888889085835467
-7.757757757757758,0.6878879211338969
-7.737737737737738,0.6868869281885577
-7.717717717717718,0.6858859033399184
-7.697697697697698,0.6848848911021557
-7.677677677677678,0.6838839185451874
-7.657657657657658,0.6828829006074552
-7.637637637637638,0.68188191621727
-7.617617617617618,0.68088092373149
-7.597597597597598,0.6798799221867701
-7.5775775775775776,0.6788788987407317
-7.5575575575575575,0.6778778835493005
-7.5375375375375375,0.6768769691634066
-7.5175175175175175,0.6758759699706824
-7.4974974974974975,0.6748749535310097
-7.4774774774774775,0.6738740129578942
-7.4574574574574575,0.6728730481893557
-7.4374374374374375,0.6718719684223702
-7.4174174174174174,0.6708710073625512
-7.397397397397397,0.669869981568256
-7.377377377377377,0.6688690477106684
-7.357357357357357,0.6678679899773384
-7.337337337337337,0.6668669098588693
-7.317317317317317,0.6658660838234752
-7.297297297297297,0.6648650050327143
-7.277277277277277,0.6638639473307073
-7.257257257257257,0.66286294685055
-7.237237237237237,0.6618622620377312
-7.217217217217217,0.6608609861378112
-7.197197197197197,0.6598600739142577
-7.177177177177177,0.6588595401269096
-7.157157157157157,0.657858072197621
-7.137137137137137,0.6568574927630001
-7.117117117117117,0.6558561534791586
-7.097097097097097,0.6548557915530199
-7.077077077077077,0.6538548637792692
-7.057057057057057,0.6528539436936842
-7.037037037037037,0.651852822117146
-7.017017017017017,0.6508520190997906
-6.996996996996997,0.6498499694494302
-6.976976976976977,0.6488505175237955
-6.956956956956957,0.6478486683341849
-6.936936936936937,0.6468477415032949
-6.916916916916917,0.6458476904311181
-6.896896896896897,0.6448467641783688
-6.876876876876877,0.6438451208932825
-6.856856856856857,0.6428445229478406
-6.836836836836837,0.6418421455705583
-6.816816816816817,0.640840924061413
-6.796796796796797,0.6398421387640715
-6.776776776776776,0.6388425841056942
-6.756756756756756,0.6378390940751797
-6.736736736736736,0.6368371618957409
-6.716716716716716,0.6358381405405674
-6.696696696696696,0.6348362517632615
-6.676676676676676,0.6338356628953594
-6.656656656656656,0.6328337179842518
-6.636636636636636,0.631833614544292
-6.616616616616616,0.6308379515234306
-6.596596596596596,0.6298370271202463
-6.576576576576576,0.6288317447609064
-6.556556556556556,0.627829967243956
-6.536536536536536,0.6268306492052631
-6.516516516516516,0.6258258940875869
-6.496496496496496,0.6248349839186966
-6.476476476476476,0.6238295768032205
-6.456456456456456,0.6228316826083805
-6.436436436436436,0.6218219293691218
-6.416416416416416,0.6208265868729974
-6.396396396396396,0.6198311673421509
-6.376376376376376,0.6188215276788938
-6.356356356356356,0.617825506564693
-6.336336336336336,0.6168259734334358
-6.316316316316316,0.615817379542785
-6.296296296296296,0.6148236920790235
-6.276276276276276,0.6138210469586529
-6.256256256256256,0.6128288121054297
-6.236236236236236,0.6118398814067385
-6.216216216216216,0.6108343615120886
-6.196196196196196,0.6098144939740284
-6.176176176176176,0.6088179247597559
-6.156156156156156,0.6078256322314868
-6.136136136136136,0.6068427692090121
-6.116116116116116,0.6058278307628706
-6.096096096096096,0.604813252747459
-6.076076076076076,0.6038138155504171
-6.056056056056056,0.6028574410014729
-6.036036036036036,0.6018287646777949
-6.016016016016016,0.6008374207971279
-5.995995995995996,0.5998752594274611
-5.975975975975976,0.5988099218497576
-5.955955955955956,0.5978408754881284
-5.935935935935936,0.596814441681925
-5.915915915915916,0.5958590854709216
-5.895895895895896,0.5948001059044215
-5.875875875875876,0.5938659982951733
-5.8558558558558556,0.5928466411641706
-5.8358358358358355,0.5919028552397865
-5.8158158158158155,0.5908863873604596
-5.7957957957957955,0.5899191042416733
-5.7757757757757755,0.588907848320497
-5.7557557557557555,0.5877946338424299
-5.7357357357357355,0.5868898758841765
-5.7157157157157155,0.5859412047105105
-5.6956956956956954,0.5848148788902765
-5.675675675675675,0.583838711936908
