x-value,1.0,1.7,11.6,13.7,16.0,18.5,2.6,21.2,24.0,3.6,4.8,6.2,7.8,9.6
-4.0,-2.44929359829e-16,-1.44928615284e-16,-2.11876608849e-17,-1.78911146698e-17,-1.53080849893e-17,-1.3246585172e-17,-9.56755311834e-17,-1.15751115231e-17,-1.02011395181e-17,-6.78474680968e-17,-5.06052396342e-17,-3.91886975727e-17,-3.12409897742e-17,-2.54869261009e-17
-3.99,-0.0157369723131,-0.00931181793675,-0.00136132978487,-0.00114952317846,-0.000983560769569,-0.000851107210011,-0.00614725480981,-0.000743713247311,-0.000655434082179,-0.0043592721089,-0.00325144056056,-0.0025179155701,-0.00200726687667,-0.00163756215537
-3.98,-0.0314907622021,-0.0186335871018,-0.00272411437734,-0.00230027481389,-0.00196817263763,-0.00170312396983,-0.0123010789852,-0.00148822127609,-0.00131156860483,-0.00872320282606,-0.00650635582688,-0.00503852195233,-0.00401667885231,-0.00327687431864
-3.97,-0.0471993235732,-0.0279285938303,-0.00408298646827,-0.00344772268614,-0.00294995772333,-0.00255269462267,-0.0184372357708,-0.00223059185129,-0.00196581939081,-0.0130746048679,-0.00975192635811,-0.00755189177172,-0.00602032188434,-0.00491148008046
-3.96,-0.0628004765568,-0.0371600452999,-0.00543256717619,-0.00458732480327,-0.0039250297848,-0.00339645627673,-0.024531436155,-0.00296788641573,-0.00261559669124,-0.0173962538938,-0.0129753050737,-0.0100480762491,-0.00801026486694,-0.00653490911101
-3.95,-0.0782321504747,-0.0462912132986,-0.00676748706528,-0.00571454714935,-0.00488950940467,-0.00423105194563,-0.0305594337792,-0.00369717157253,-0.00325831530507,-0.0216709558102,-0.0161636674534,-0.0125171440759,-0.00997859062177,-0.00814070244273
-3.94,-0.0934326275849,-0.0552855784526,-0.00808240723053,-0.00682488148904,-0.00583953922406,-0.00505314373093,-0.0364971201504,-0.0044155306042,-0.00389140473073,-0.0258816142895,-0.0193042618977,-0.0149492204136,-0.0119174269879,-0.00972243783402
-3.93,-0.108340786658,-0.0641069743537,-0.00937204036832,-0.00791386315981,-0.00677129916611,-0.00585942599555,-0.0423206197882,-0.00512007498383,-0.00451231931103,-0.0300112982432,-0.0223844600533,-0.0173345258652,-0.01381897789,-0.0112737551153
-3.92,-0.122896345434,-0.0727197310261,-0.0106311717504,-0.00897708878262,-0.00768102158963,-0.0066466384767,-0.0480063849352,-0.00580795583337,-0.00511854833128,-0.0340433089845,-0.0253918069079,-0.0196634152695,-0.0156755542646,-0.0127883814187
-3.91,-0.137040101018,-0.0810888171702,-0.0118546800188,-0.0100102338216,-0.0085650063136,-0.00741157928705,-0.05353128946,-0.00647637528439,-0.00570762603156,-0.0379612468193,-0.0283140704582,-0.0219264161628,-0.0174796047216,-0.0142601561933
-3.9,-0.150714167254,-0.089179980624,-0.013037557721,-0.0110090699236,-0.0094196354534,-0.00815111775308,-0.0588727215838,-0.00712259769634,-0.00627714149331,-0.0417490768018,-0.0311392907551,-0.0241142667607,-0.0192237458233,-0.0156830559058
-3.89,-0.163862208162,-0.0969598864862,-0.0141749315019,-0.0119694819694,-0.0102413880101,-0.00886220703957,-0.0640086750631,-0.00774396068817,-0.00682474836158,-0.0453911933966,-0.0338558281326,-0.0262179533059,-0.0209007918573,-0.0170512183311
-3.88,-0.176429666476,-0.104396252353,-0.0152620818751,-0.0128874847682,-0.0110268541548,-0.00954189651035,-0.0689178384674,-0.00833788593934,-0.00734817436387,-0.0488724837885,-0.036452410429,-0.0282287466362,-0.0225037839893,-0.0183589663347
-3.87,-0.188363986414,-0.111457980127,-0.0162944624925,-0.013759239329,-0.0117727491509,-0.0101873437758,-0.0735796821929,-0.0089018897171,-0.00784523058783,-0.0521783895883,-0.0389181790111,-0.0301382378262,-0.0240260186752,-0.0196008310524
-3.86,-0.199614829735,-0.118115283867,-0.0172677188352,-0.0145810686439,-0.0124759268584,-0.0107958263783,-0.0779745428651,-0.00943359308765,-0.00831382048041,-0.0552949666855,-0.0412427334163,-0.0319383727575,-0.0254610752213,-0.0207715743741
-3.85,-0.210134284253,-0.124339813168,-0.0181777062503,-0.0153494729184,-0.0131333927658,-0.0113647530694,-0.0820837047864,-0.00993073177,-0.008751948532,-0.0582089430064,-0.0434161744325,-0.0336214854805,-0.0268028423792,-0.0218662106403
-3.84,-0.219877063933,-0.130104771558,-0.0190205072606,-0.0160611441879,-0.0137423164958,-0.0118916746313,-0.0858894780988,-0.0103911655923,-0.00915772861028,-0.0609077739426,-0.0454291454407,-0.0351803302293,-0.028045543869,-0.0228800274644
-3.83,-0.22880069975,-0.135385029438,-0.0197924480753,-0.0167129802593,-0.0143000437344,-0.0123742941996,-0.08937527334,-0.0108128875118,-0.00952939190964,-0.0633796952217,-0.0472728718492,-0.0366081119601,-0.0291837627233,-0.0238086055932
-3.82,-0.236865720541,-0.140157231089,-0.0204901142336,-0.0173020979212,-0.0148041075338,-0.0128104770439,-0.0925256720863,-0.0111940321617,-0.00986529448317,-0.065613773003,-0.0489391984589,-0.0378985152865,-0.0302124643547,-0.0246478377254
